k,n,treated_share,grade_ate_lower,grade_ate_upper,grade_ate_midpoint,grade_ate_width,grade_obs_diff,pass_ate_lower,pass_ate_upper,pass_ate_midpoint,pass_ate_width,pass_obs_diff,joint_midpoint_score,selection_rule
8.0,411.0,0.8175182481751825,-2.6581021897810215,3.5900729927007298,0.4659854014598541,6.248175182481751,0.8336367737278962,-0.34140018537828765,0.6999623450353377,0.17928107982852504,1.0413625304136254,0.19172058393909697,0.1284726567025837,grade_conservative_k
8.0,411.0,0.8175182481751825,-2.6581021897810215,3.5900729927007298,0.4659854014598541,6.248175182481751,0.8336367737278962,-0.34140018537828765,0.6999623450353377,0.17928107982852504,1.0413625304136254,0.19172058393909697,0.1284726567025837,grade_optimistic_k
8.0,411.0,0.8175182481751825,-2.6581021897810215,3.5900729927007298,0.4659854014598541,6.248175182481751,0.8336367737278962,-0.34140018537828765,0.6999623450353377,0.17928107982852504,1.0413625304136254,0.19172058393909697,0.1284726567025837,grade_midpoint_k
2.0,411.0,0.9805352798053528,-2.742092457420924,3.5060827250608284,0.3819951338199523,6.248175182481752,0.8829080310880837,-0.32668578380257207,0.7146767466110532,0.19399548140424056,1.0413625304136254,0.21588638045891928,0.12883066852044964,pass_conservative_k
2.0,411.0,0.9805352798053528,-2.742092457420924,3.5060827250608284,0.3819951338199523,6.248175182481752,0.8829080310880837,-0.32668578380257207,0.7146767466110532,0.19399548140424056,1.0413625304136254,0.21588638045891928,0.12883066852044964,pass_optimistic_k
2.0,411.0,0.9805352798053528,-2.742092457420924,3.5060827250608284,0.3819951338199523,6.248175182481752,0.8829080310880837,-0.32668578380257207,0.7146767466110532,0.19399548140424056,1.0413625304136254,0.21588638045891928,0.12883066852044964,pass_midpoint_k
4.0,411.0,0.9416058394160584,-2.7093917274939185,3.5387834549878345,0.414695863746958,6.248175182481753,0.9337367547555218,-0.328655428107983,0.7127071023056424,0.1920258370988297,1.0413625304136254,0.1968234210574309,0.13057090719499467,joint_midpoint_k
