BAP,PTJE_RANKING,PTJE_LYC,PTJE_MAT,VAI,BAP,Tut_20161,Tut_20162,Tasa_aprob_20161,Prom__20161,Tasa_aprob_20162,Prom__20162
0,710.7036822267324,602.1169319826339,612.7606367583213,0.006367583212735167,0.0,,8.011904761904763,0.8169963746223564,4.784807208295581,0.7804650610781948,4.58335418038183
1,732.219512195122,527.8170731707318,537.6951219512196,0.8588807785888077,1.0,14.386861313868613,13.913183279742766,0.7019790911288373,4.378730964467005,0.679071929071929,4.217687687687688
