column,missing_count,missing_pct
Tut_20162,3471,89.7827211588205
Tut_20161,3455,89.36885669943094
Tasa_aprob_20162,495,12.8039317123642
Prom__20162,495,12.8039317123642
Tasa_aprob_20161,162,4.190377651319193
Prom__20161,161,4.164511122607346
PTJE_RANKING,7,0.1810657009829281
PTJE_LYC,1,0.02586652871184687
PTJE_MAT,1,0.02586652871184687
ID_Number,0,0.0
VAI,0,0.0
BAP,0,0.0
